,Unnamed: 0,ID_NOTICE_CN,TED_NOTICE_URL,CAE_NAME,CAE_TOWN,CAE_POSTAL_CODE,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,VALUE_EURO_FIN_1,DURATION,TAL_LOCATION_NUTS
2353,113546,201894680,ted.europa.eu/udl?uri=TED:NOTICE:94680-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos de la Guardia Civil,Madrid,28003,1,Public Order and Safety,S,85111810.0,153000.0,5.99,ES300
2354,113553,201894687,ted.europa.eu/udl?uri=TED:NOTICE:94687-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Empleo y Seguridad Social,Madrid,28071,1,General public\services,S,85141000.0,1400000.0,,ES300
2355,113554,201894688,ted.europa.eu/udl?uri=TED:NOTICE:94688-2018:TEXT:EN:HTML,Secretaría General de la Consejería de Bienestar Social de la Junta de Comunidades de Castilla-La Mancha,Toledo,45071,3,General public\services,S,85311200.0,9194078.86,,ES425
2356,113555,201894689,ted.europa.eu/udl?uri=TED:NOTICE:94689-2018:TEXT:EN:HTML,Gerencia del Área de Salud de Badajoz,Badajoz,06005,3,Health,S,55320000.0,2791341.31,,ES431
2357,113556,201894690,ted.europa.eu/udl?uri=TED:NOTICE:94690-2018:TEXT:EN:HTML,"Secretaría General de la Agencia Estatal Consejo Superior de Investigaciones Científicas, MP",Madrid,28006,1,General public\services,S,85140000.0,730200.0,11.97,ES300
2358,113586,201894692,ted.europa.eu/udl?uri=TED:NOTICE:94692-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de Narón,Narón,15570,3,General public\services,S,79995000.0,582509.12,,ES111
2360,113603,201894711,ted.europa.eu/udl?uri=TED:NOTICE:94711-2018:TEXT:EN:HTML,Adif — Alta Velocidad,Madrid,28036,4,Railway services,W,45234110.0,14906145.11,,ES300
2361,113611,201894744,ted.europa.eu/udl?uri=TED:NOTICE:94744-2018:TEXT:EN:HTML,"Aquona, Gestión de Aguas de Castilla, S. A. U.",Valladolid,47004,4,Water,U,24962000.0,4080000.0,,ES418
2362,113657,201894758,ted.europa.eu/udl?uri=TED:NOTICE:94758-2018:TEXT:EN:HTML,"Aguas del Añarbe — Añarbeko Urak, S. A.",Donostia/San Sebastián,20018,4,Water,U,42000000.0,500000.0,,ES212
2363,113658,201894759,ted.europa.eu/udl?uri=TED:NOTICE:94759-2018:TEXT:EN:HTML,"Aguas del Añarbe — Añarbeko Urak, S. A.",Donostia/San Sebastián,20018,4,Water,U,42000000.0,500000.0,,ES212
2364,113680,201894804,ted.europa.eu/udl?uri=TED:NOTICE:94804-2018:TEXT:EN:HTML,"Renfe Fabricación y Mantenimiento, Sociedad Mercantil Estatal, SME, S. A. G. Área de Control de Gestión y Compras",Madrid,28034,4,Railway services,S,50220000.0,4312566.0,,ES300
2365,113689,201894847,ted.europa.eu/udl?uri=TED:NOTICE:94847-2018:TEXT:EN:HTML,"Consejería de Medio Ambiente y Rural, Políticas Agrarias y Territorio",Mérida,06800,3,General public\services,S,63712000.0,,,ES431
2367,113709,201894904,ted.europa.eu/udl?uri=TED:NOTICE:94904-2018:TEXT:EN:HTML,"Sociedad Municipal Aguas de Burgos, S. A.",Burgos,09005,3,General public\services,U,33696300.0,,,ES412
2371,113713,201894908,ted.europa.eu/udl?uri=TED:NOTICE:94908-2018:TEXT:EN:HTML,Direccion del Servicio Canario de la Salud,Las Palmas de Gran Canaria,35004,R,Health,U,24111500.0,2735840.64,20.0,ES705
2372,113714,201894909,ted.europa.eu/udl?uri=TED:NOTICE:94909-2018:TEXT:EN:HTML,Gobierno de Cantabria,Santander,39003,3,Not specified,U,30120000.0,1091175.0,36.0,ES130
2375,113717,201894912,ted.europa.eu/udl?uri=TED:NOTICE:94912-2018:TEXT:EN:HTML,Hospital Universitario Fundación Alcorcón,Alcorcón,28922,8,Health,U,33141323.0,328847.4,24.0,ES300
2376,113718,201894913,ted.europa.eu/udl?uri=TED:NOTICE:94913-2018:TEXT:EN:HTML,Hospital Universitario Fundación Alcorcón,Alcorcón,28922,8,Health,U,33141200.0,286361.25,0.79,ES300
2377,113723,201894918,ted.europa.eu/udl?uri=TED:NOTICE:94918-2018:TEXT:EN:HTML,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda (Madrid),28222,3,Health,U,33600000.0,1136103.06,24.0,ES300
2378,113738,201894922,ted.europa.eu/udl?uri=TED:NOTICE:94922-2018:TEXT:EN:HTML,M.I. Ayuntamiento de Jávea,Jávea,03730,3,General public\services,U,44100000.0,304041.2,24.0,ES521
2380,113747,201894931,ted.europa.eu/udl?uri=TED:NOTICE:94931-2018:TEXT:EN:HTML,Fundación Centro Tecnolóxico da Carne,San Cibrao das Viñas (Ourense),32900,8,Other,U,15700000.0,1118415.01,5.43,ES113
2388,113766,201895018,ted.europa.eu/udl?uri=TED:NOTICE:95018-2018:TEXT:EN:HTML,Consorcio de Transportes de Bizkaia,Bilbao,48014,3,Other,S,71311230.0,1250000.0,24.0,ES213
2391,113770,201895021,ted.europa.eu/udl?uri=TED:NOTICE:95021-2018:TEXT:EN:HTML,"Diputación Foral de Gipuzkoa, Central de Contratación Foral",Donostia/San Sebastián,20004,3,General public\services,S,79530000.0,3360125.87,24.0,ES212
2399,113794,201895045,ted.europa.eu/udl?uri=TED:NOTICE:95045-2018:TEXT:EN:HTML,"Logroño Deporte, S. A.",Logroño,26004,8,Other,S,50700000.0,720833.34,40.0,ES230
2402,113810,201895117,ted.europa.eu/udl?uri=TED:NOTICE:95117-2018:TEXT:EN:HTML,Ferrocarrils de la Generalitat Valenciana,Valencia,46014,4,"Railway services,Urban railway, tramway, trolleybus or bus services",S,77312000.0,634934.04,24.0,ES523
2403,113861,201895184,ted.europa.eu/udl?uri=TED:NOTICE:95184-2018:TEXT:EN:HTML,Empresa Común Europea para el ITER y el Desarrollo de la Energía de Fusión---Oficina de Propiedad Intelectual de la Unión Europea,Barcelona---Alicante,08019---03008,5,General public\services,S,55300000.0,12400000.0,,ES521
2404,113873,201895240,ted.europa.eu/udl?uri=TED:NOTICE:95240-2018:TEXT:EN:HTML,Rectorado de la Universidad de Zaragoza,Zaragoza,50009,8,Education,W,45110000.0,18951994.1,,ES243
2407,114102,201895339,ted.europa.eu/udl?uri=TED:NOTICE:95339-2018:TEXT:EN:HTML,Valenciana d&apos;Aprofitament Energètic de Residus S.A. (VAERSA),Valencia,46015,8,General public\services,W,42900000.0,770000.0,,ES523
2408,114135,201895515,ted.europa.eu/udl?uri=TED:NOTICE:95515-2018:TEXT:EN:HTML,Gerencia Asistencial de Atención Primaria —Servicio Madrileño de Salud,Madrid,28035,3,Health,U,33141000.0,303173.09,,ES300
2409,114147,201895517,ted.europa.eu/udl?uri=TED:NOTICE:95517-2018:TEXT:EN:HTML,Servicio Catalán de la Salud,Barcelona,08028,R,Health,U,33100000.0,458000.0,,ES511
2410,114148,201895518,ted.europa.eu/udl?uri=TED:NOTICE:95518-2018:TEXT:EN:HTML,Servicio Catalán de la Salud,Barcelona,08028,R,Health,U,33100000.0,468400.0,,ES511
2411,114150,201895520,ted.europa.eu/udl?uri=TED:NOTICE:95520-2018:TEXT:EN:HTML,Servicio Catalán de la Salud,Barcelona,08028,R,Health,U,33100000.0,1472960.0,,ES511
2412,114204,201895526,ted.europa.eu/udl?uri=TED:NOTICE:95526-2018:TEXT:EN:HTML,Consorci Mar Parc de Salut de Barcelona,Barcelona,08003,3,Health,U,33183200.0,5954403.4,,ES511
2413,114217,201895532,ted.europa.eu/udl?uri=TED:NOTICE:95532-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Complejo Hospitalario Torrecárdenas",Almería,04009,3,Health,U,9123000.0,1144832.0,,ES611
2414,114219,201895534,ted.europa.eu/udl?uri=TED:NOTICE:95534-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Servicios Centrales",Sevilla,41071,3,Health,U,33651600.0,5715500.0,,ES618
2415,114409,201895548,ted.europa.eu/udl?uri=TED:NOTICE:95548-2018:TEXT:EN:HTML,Rectorado de la Universidad de Sevilla,Sevilla,41004,6,Education,U,39100000.0,700000.0,,ES618
2417,114417,201895550,ted.europa.eu/udl?uri=TED:NOTICE:95550-2018:TEXT:EN:HTML,Subdirección General de la Oficina Presupuestaria y de Gestión Económica,Madrid,28071,1,General public\services,U,22212000.0,460000.0,,ES300
2418,114418,201895551,ted.europa.eu/udl?uri=TED:NOTICE:95551-2018:TEXT:EN:HTML,Consorci Corporació Sanitària Parc Taulí,Sabadell,08208,6,Health,U,33124210.0,1585632.0,,ES511
2419,114428,201895554,ted.europa.eu/udl?uri=TED:NOTICE:95554-2018:TEXT:EN:HTML,"Empresa de Transformación Agraria, S. A., S.M.E., M. P. (TRAGSA)",Madrid,28006,8,Environment,U,14210000.0,420734.75,7.04,ES300
2420,114429,201895555,ted.europa.eu/udl?uri=TED:NOTICE:95555-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Complejo Hospitalario Torrecárdenas",Almería,04009,3,Health,U,33184500.0,4686250.0,,ES611
2421,114435,201895559,ted.europa.eu/udl?uri=TED:NOTICE:95559-2018:TEXT:EN:HTML,Ajuntament de Mataró,Mataró,08301,3,General public\services,U,77310000.0,1157681.04,,ES511
2422,114850,201895630,ted.europa.eu/udl?uri=TED:NOTICE:95630-2018:TEXT:EN:HTML,"Junta de Contratación del Ministerio de Educación, Cultura y Deporte",Madrid,28004,1,Education,U,9123000.0,400800.0,,ES300
2424,114950,201895656,ted.europa.eu/udl?uri=TED:NOTICE:95656-2018:TEXT:EN:HTML,"Servizo Galego de Saúde, Xerencia de Xestión Integrada A Coruña",A Coruña,15006,3,Health,U,34100000.0,379080.0,,ES111
2425,114952,201895658,ted.europa.eu/udl?uri=TED:NOTICE:95658-2018:TEXT:EN:HTML,"Consorci Corporació Sanitària Parc Taulí, Oficina de contratación",Sabadell,08208,6,Health,U,33184200.0,1816044.12,,ES511
2426,115005,201895678,ted.europa.eu/udl?uri=TED:NOTICE:95678-2018:TEXT:EN:HTML,Diputación Provincial de Guadalajara,Guadalajara,19071,3,General public\services,U,9310000.0,506534.67,,ES424
2427,115013,201895685,ted.europa.eu/udl?uri=TED:NOTICE:95685-2018:TEXT:EN:HTML,Mancomunidad de la Merindad de Durango,Abadiño,48220,3,General public\services,U,9134000.0,238016.54,,ES213
2429,115067,201895707,ted.europa.eu/udl?uri=TED:NOTICE:95707-2018:TEXT:EN:HTML,Gerencia de la Universidad de Castilla-La Mancha,Ciudad Real,13071,8,Education,U,30213200.0,3101017.5,,ES422
2430,115090,201895716,ted.europa.eu/udl?uri=TED:NOTICE:95716-2018:TEXT:EN:HTML,Dirección General Osakidetza,Vitoria-Gasteiz,01006,8,Health,U,33600000.0,11520000.0,,ES211
2431,115098,201895722,ted.europa.eu/udl?uri=TED:NOTICE:95722-2018:TEXT:EN:HTML,"Junta de Contratación del Ministerio de Educación, Cultura y Deporte",Madrid,28004,1,Education,U,30190000.0,436104.76,,ES300
2432,115112,201895726,ted.europa.eu/udl?uri=TED:NOTICE:95726-2018:TEXT:EN:HTML,Banc de Sang i Teixits,Barcelona,08005,6,Health,U,38437000.0,1149956.92,,ES511
2433,115135,201895734,ted.europa.eu/udl?uri=TED:NOTICE:95734-2018:TEXT:EN:HTML,Rectorado de la Universidad Miguel Hernández de Elche,Elche,03202,6,Education,U,32322000.0,809090.92,,ES521
2434,115136,201895735,ted.europa.eu/udl?uri=TED:NOTICE:95735-2018:TEXT:EN:HTML,Rectorado de la Universidad de Salamanca,Salamanca,37008,8,Education,U,48190000.0,264466.74,,ES415
2435,115141,201895738,ted.europa.eu/udl?uri=TED:NOTICE:95738-2018:TEXT:EN:HTML,Subdirección General de Servicios Penitenciarios,Madrid,28014,1,Public Order and Safety,U,33600000.0,282994.4,,ES300
2436,115147,201895740,ted.europa.eu/udl?uri=TED:NOTICE:95740-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Complejo Hospitalario Torrecárdenas",Almería,04009,3,Health,S,60112000.0,2203200.0,,ES611
2437,115149,201895742,ted.europa.eu/udl?uri=TED:NOTICE:95742-2018:TEXT:EN:HTML,Servicio Murciano de Salud,Espinardo-Murcia,30100,6,Health,U,33190000.0,299320.0,,ES620
2438,115156,201895746,ted.europa.eu/udl?uri=TED:NOTICE:95746-2018:TEXT:EN:HTML,"Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social nº 10",Barcelona,08022,8,General public\services,U,30197000.0,1171734.77,,ES511
2439,115158,201895748,ted.europa.eu/udl?uri=TED:NOTICE:95748-2018:TEXT:EN:HTML,Fundación de Gestión Sanitaria del Hospital de la Santa Creu i Sant Pau,Barcelona,08025,8,Health,U,19640000.0,1208435.19,,ES511
2440,115173,201895750,ted.europa.eu/udl?uri=TED:NOTICE:95750-2018:TEXT:EN:HTML,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,Cartagena,30201,1,Environment,U,24311411.0,158871.2,,ES620
2441,115174,201895751,ted.europa.eu/udl?uri=TED:NOTICE:95751-2018:TEXT:EN:HTML,Área de Gobierno de Economía y Hacienda,Madrid,28014,3,Economical anf Financial Affairs,U,9310000.0,82641923.18,,ES300
2443,115209,201895756,ted.europa.eu/udl?uri=TED:NOTICE:95756-2018:TEXT:EN:HTML,Excelentísimo Cabildo Insular de Lanzarote,Arrecife de Lanzarote,35500,3,General public\services,U,34133100.0,300000.0,,ES708
2444,115247,201896044,ted.europa.eu/udl?uri=TED:NOTICE:96044-2018:TEXT:EN:HTML,Rectorado de la Universidad Jaume I,Castellón de la Plana,12071,6,Education,S,50800000.0,257766.19,,ES522
2445,115282,201896055,ted.europa.eu/udl?uri=TED:NOTICE:96055-2018:TEXT:EN:HTML,Gerencia de Gestión Integrada de Vigo,Vigo,36211,3,Health,S,90911200.0,486469.0,,ES114
2446,115289,201896056,ted.europa.eu/udl?uri=TED:NOTICE:96056-2018:TEXT:EN:HTML,"Dirección de Compras de la Corporación de Radio y Televisión Española, S. A.",Pozuelo de Alarcón,28223,8,Economical anf Financial Affairs,S,64200000.0,288796.8,,ES300
2447,115296,201896059,ted.europa.eu/udl?uri=TED:NOTICE:96059-2018:TEXT:EN:HTML,Gerencia de Gestión Integrada de Vigo,Vigo,36211,3,Health,S,90911200.0,453659.5,,ES114
2448,115307,201896065,ted.europa.eu/udl?uri=TED:NOTICE:96065-2018:TEXT:EN:HTML,"Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social número 10",Barcelona,08022,8,General public\services,S,90512000.0,610800.0,,ES511
2449,115308,201896066,ted.europa.eu/udl?uri=TED:NOTICE:96066-2018:TEXT:EN:HTML,Puertos Canarios,Las Palmas de Gran Canaria,35003,8,General public\services,S,90510000.0,2737106.56,,ES705
2451,115315,201896071,ted.europa.eu/udl?uri=TED:NOTICE:96071-2018:TEXT:EN:HTML,Osakidetza — OSI Uribe,Getxo,48992,8,Health,S,50700000.0,370000.0,,ES213
2452,115318,201896074,ted.europa.eu/udl?uri=TED:NOTICE:96074-2018:TEXT:EN:HTML,Mancomunidad La Alcarria,Hueva,19119,3,General public\services,S,90511100.0,2627678.88,,ES424
2453,115334,201896083,ted.europa.eu/udl?uri=TED:NOTICE:96083-2018:TEXT:EN:HTML,Dirección General de Tecnologías de la Información y las Comunicaciones,Valencia,46003,3,Economical anf Financial Affairs,S,72240000.0,29692342.0,,ES523
2454,115341,201896086,ted.europa.eu/udl?uri=TED:NOTICE:96086-2018:TEXT:EN:HTML,Presidencia de la Agència Valenciana del Turisme,Valencia,46018,6,General public\services,S,63724310.0,484000.0,,ES523
2455,115342,201896087,ted.europa.eu/udl?uri=TED:NOTICE:96087-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Málaga,Málaga,29016,3,General public\services,S,50000000.0,240000.0,,ES617
2456,115344,201896089,ted.europa.eu/udl?uri=TED:NOTICE:96089-2018:TEXT:EN:HTML,Consejería de Economía e Infraestructuras,Mérida,06800,3,Economical anf Financial Affairs,S,65111000.0,330578.52,,ES431
2458,115347,201896091,ted.europa.eu/udl?uri=TED:NOTICE:96091-2018:TEXT:EN:HTML,"Ayuntamiento de Bilbao, Dirección de Contratación",Bilbao,48001,3,General public\services,S,50333000.0,296480.0,,ES213
2460,115352,201896094,ted.europa.eu/udl?uri=TED:NOTICE:96094-2018:TEXT:EN:HTML,Ayuntamiento de San Cibrao das Viñas,San Cibrao das Viñas,32911,3,General public\services,S,65111000.0,5078946.72,,ES113
2461,115356,201896098,ted.europa.eu/udl?uri=TED:NOTICE:96098-2018:TEXT:EN:HTML,Pleno de Val de San Vicente (Cantabria),"Pesués (Val de San Vicente, Cantabria)",39548,3,General public\services,S,90610000.0,348000.0,,ES130
2463,115358,201896100,ted.europa.eu/udl?uri=TED:NOTICE:96100-2018:TEXT:EN:HTML,Servizo Galego de Saúde — Xerencia de Xestión Integrada A Coruña,A Coruña,15006,3,Health,S,90911200.0,3866400.0,,ES111
2465,115532,201896180,ted.europa.eu/udl?uri=TED:NOTICE:96180-2018:TEXT:EN:HTML,Secretaría General de la Agencia Estatal Consejo Superior de Investigaciones Científicas M. P.,Madrid,28006,1,General public\services,S,72250000.0,150000.0,11.97,ES300
2466,115573,201896209,ted.europa.eu/udl?uri=TED:NOTICE:96209-2018:TEXT:EN:HTML,Consejería de Fomento de la Junta de Comunidades de Castilla-La Mancha,Toledo,45071,3,General public\services,S,72514000.0,5950413.22,,ES425
2467,115579,201896212,ted.europa.eu/udl?uri=TED:NOTICE:96212-2018:TEXT:EN:HTML,Presidencia de la Agència Valenciana del Turisme,Valencia,46018,6,General public\services,S,72200000.0,3243200.0,,ES523
2468,115613,201896223,ted.europa.eu/udl?uri=TED:NOTICE:96223-2018:TEXT:EN:HTML,Presidencia de la Confederación Hidrográfica del Cantábrico,Oviedo,33071,1,Environment,S,71354400.0,287046.66,,ES120
2469,115667,201896261,ted.europa.eu/udl?uri=TED:NOTICE:96261-2018:TEXT:EN:HTML,Dirección General de Tráfico,Madrid,28071,1,Public Order and Safety,S,66111000.0,10800000.0,,ES300
2471,115701,201896284,ted.europa.eu/udl?uri=TED:NOTICE:96284-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Málaga,Málaga,29016,3,General public\services,S,79510000.0,411512.64,,ES617
2472,115736,201896299,ted.europa.eu/udl?uri=TED:NOTICE:96299-2018:TEXT:EN:HTML,Presidencia de la Agència Valenciana del Turisme,Valencia,46018,6,General public\services,S,72415000.0,340000.0,,ES523
2473,115741,201896303,ted.europa.eu/udl?uri=TED:NOTICE:96303-2018:TEXT:EN:HTML,"Gobierno Vasco, Seguridad",Vitoria-Gasteiz,01010,3,Public Order and Safety,S,34928470.0,363636.37,,ES211
2474,115767,201896319,ted.europa.eu/udl?uri=TED:NOTICE:96319-2018:TEXT:EN:HTML,Banco de España,Madrid,28014,8,Other,S,72318000.0,360000.0,,ES300
2475,115772,201896324,ted.europa.eu/udl?uri=TED:NOTICE:96324-2018:TEXT:EN:HTML,Cabildo Insular de Tenerife,Santa Cruz de Tenerife,38003,3,General public\services,S,71311000.0,380805.68,,ES709
2476,115788,201896335,ted.europa.eu/udl?uri=TED:NOTICE:96335-2018:TEXT:EN:HTML,DFA — Departamento de Medio Ambiente y Urbanismo,Vitoria-Gasteiz,01001,3,Environment,S,90514000.0,907965.01,,ES211
2477,115793,201896339,ted.europa.eu/udl?uri=TED:NOTICE:96339-2018:TEXT:EN:HTML,"Xunta de Galicia, Consejería de Hacienda",Santiago de Compostela,15781,3,General public\services,S,79341000.0,958677.69,,ES111
2481,115815,201896350,ted.europa.eu/udl?uri=TED:NOTICE:96350-2018:TEXT:EN:HTML,"Radiotelevisión del Principado de Asturias, S. A. U.",Gijón,33203,8,General public\services,S,92200000.0,3286718.4,,ES120
2482,115816,201896351,ted.europa.eu/udl?uri=TED:NOTICE:96351-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de Teruel,Teruel,44001,3,General public\services,S,90911200.0,377872.0,,ES242
2483,115820,201896355,ted.europa.eu/udl?uri=TED:NOTICE:96355-2018:TEXT:EN:HTML,"Consejería de Políticas Sociales, Familia, Igualdad y Justicia",Logroño,26071,3,General public\services,S,90911200.0,912919.39,,ES230
2484,115821,201896356,ted.europa.eu/udl?uri=TED:NOTICE:96356-2018:TEXT:EN:HTML,Ayuntamiento de Leioa,Leioa,48940,3,General public\services,S,60112000.0,5007189.64,,ES213
2485,115823,201896358,ted.europa.eu/udl?uri=TED:NOTICE:96358-2018:TEXT:EN:HTML,Ayuntamiento de San Miguel de Abona,San Miguel de Abona,38620,3,General public\services,S,77311000.0,,,ES709
2486,115824,201896359,ted.europa.eu/udl?uri=TED:NOTICE:96359-2018:TEXT:EN:HTML,Presidencia de la Comisión Nacional de los Mercados y la Competencia,Madrid,28014,6,Economical anf Financial Affairs,S,79310000.0,1190082.64,,ES300
2487,115828,201896363,ted.europa.eu/udl?uri=TED:NOTICE:96363-2018:TEXT:EN:HTML,"Comunidad de Madrid, Consejería de Cultura, Turismo y Deportes",Madrid,28012,3,General public\services,S,79710000.0,2646180.0,,ES300
2488,115830,201896365,ted.europa.eu/udl?uri=TED:NOTICE:96365-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Empleo y Seguridad Social,Madrid,28071,1,General public\services,S,50750000.0,550000.0,,ES300
2489,115832,201896367,ted.europa.eu/udl?uri=TED:NOTICE:96367-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Molina de Segura,Molina de Segura (Murcia),30500,3,General public\services,S,71318100.0,296160.3,,ES620
2490,115834,201896369,ted.europa.eu/udl?uri=TED:NOTICE:96369-2018:TEXT:EN:HTML,Consell Insular de Mallorca,Palma,07001,3,Other,S,92620000.0,750738.56,,ES532
2492,115838,201896373,ted.europa.eu/udl?uri=TED:NOTICE:96373-2018:TEXT:EN:HTML,"Servizo Galego de Saúde, Xerencia de Xestión Integrada A Coruña",A Coruña,15006,3,Health,S,55322000.0,2064533.09,,ES111
2496,115848,201896381,ted.europa.eu/udl?uri=TED:NOTICE:96381-2018:TEXT:EN:HTML,Agencia Pública Andaluza Educación—Gerencia Provincial de Granadda,Granada,18008,6,Education,S,60130000.0,19974126.6,,ES614
2497,115893,201896383,ted.europa.eu/udl?uri=TED:NOTICE:96383-2018:TEXT:EN:HTML,Ayuntamiento de Huesca,Huesca,22071,3,General public\services,S,85312000.0,5688240.36,,ES241
2499,115897,201896387,ted.europa.eu/udl?uri=TED:NOTICE:96387-2018:TEXT:EN:HTML,Rectorado de la Universidad Miguel Hernández de Elche,Elche,03202,6,Education,S,72510000.0,532231.4,,ES521
2502,115902,201896390,ted.europa.eu/udl?uri=TED:NOTICE:96390-2018:TEXT:EN:HTML,Gerencia de Gestión Integrada de Vigo,Vigo,36211,3,Health,S,90911200.0,475657.36,,ES114
2503,115910,201896391,ted.europa.eu/udl?uri=TED:NOTICE:96391-2018:TEXT:EN:HTML,Pleno de la Diputación Provincial de Valencia,Valencia,46003,3,General public\services,S,79341200.0,5824956.7,,ES523
2504,115912,201896393,ted.europa.eu/udl?uri=TED:NOTICE:96393-2018:TEXT:EN:HTML,Ayuntamiento de Oiartzun—Ayuntamiento de Oiartzun,Oiartzun,,3,General public\services,S,79221000.0,439924.32,,ES212
2505,115913,201896394,ted.europa.eu/udl?uri=TED:NOTICE:96394-2018:TEXT:EN:HTML,Consejo de Administración del Patrimonio Nacional,Madrid,28071,1,Education,S,63110000.0,495849.0,,ES300
