,Unnamed: 0,ID_NOTICE_CN,TED_NOTICE_URL,CAE_NAME,CAE_TOWN,CAE_POSTAL_CODE,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,VALUE_EURO_FIN_1,DURATION,TAL_LOCATION_NUTS
8092,484301,2018368035,ted.europa.eu/udl?uri=TED:NOTICE:368035-2018:TEXT:EN:HTML,Sección de Asuntos Económicos del Parque y Centro de Abastecimiento de Material de Intendencia,Madrid,28021,1,Defence,U,42410000.0,247933.88,,ES300
8093,484410,2018368075,ted.europa.eu/udl?uri=TED:NOTICE:368075-2018:TEXT:EN:HTML,Consejería de Presidencia y Justicia,Santander,39003,3,General public\services,U,48781000.0,247933.88,,ES130
8095,484426,2018368387,ted.europa.eu/udl?uri=TED:NOTICE:368387-2018:TEXT:EN:HTML,Presidencia de la Confederación Hidrográfica del Guadiana,Badajoz,06011,1,Environment,S,79411000.0,201841.47,,ES431
8096,484435,2018368396,ted.europa.eu/udl?uri=TED:NOTICE:368396-2018:TEXT:EN:HTML,"Ayuntamiento de Sopela — Ayuntamiento de Sopela, Servicio Técnico Municipal",Sopela,,3,General public\services,S,90911200.0,1700000.0,,ES213
8098,484452,2018368407,ted.europa.eu/udl?uri=TED:NOTICE:368407-2018:TEXT:EN:HTML,"Servicio de Txingudi/Txingudiko Zerbitzuak, S. A.",Irun (Gipuzkoa),,3,General public\services,S,90513000.0,1462102.63,,ES212
8099,484640,2018368507,ted.europa.eu/udl?uri=TED:NOTICE:368507-2018:TEXT:EN:HTML,"TGSS, Dirección Provincial de Cantabria",Santander,39002,1,General public\services,S,90919200.0,715444.94,,ES130
8100,484649,2018368509,ted.europa.eu/udl?uri=TED:NOTICE:368509-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de La Pobla de Vallbona,La Pobla de Vallbona,46185,3,General public\services,S,90511100.0,13961949.57,,ES523
8101,484782,2018368552,ted.europa.eu/udl?uri=TED:NOTICE:368552-2018:TEXT:EN:HTML,Rectorado de la Universidad de Zaragoza,Zaragoza,50009,8,Education,S,79810000.0,444490.38,,ES243
8102,484787,2018368556,ted.europa.eu/udl?uri=TED:NOTICE:368556-2018:TEXT:EN:HTML,Consejería de Presidencia y Justicia,Santander,39003,3,General public\services,S,72610000.0,991735.56,,ES130
8103,484799,2018368565,ted.europa.eu/udl?uri=TED:NOTICE:368565-2018:TEXT:EN:HTML,Gerencia del Área de Salud de Mérida,Mérida,06800,3,Health,S,60100000.0,222695.0,,ES431
8104,484818,2018368574,ted.europa.eu/udl?uri=TED:NOTICE:368574-2018:TEXT:EN:HTML,"Patronat de Turisme Costa Brava Girona, S. A.",Girona,17001,8,Other,S,79342200.0,468000.0,,ES512
8105,484824,2018368575,ted.europa.eu/udl?uri=TED:NOTICE:368575-2018:TEXT:EN:HTML,"Ayuntamiento de Barcelona, Distrito de Horta-Guinardó",Barcelona,,3,General public\services,S,98341130.0,347700.0,,ES511
8106,484837,2018368579,ted.europa.eu/udl?uri=TED:NOTICE:368579-2018:TEXT:EN:HTML,Organismo Autónomo Informática del Ayuntamiento de Madrid,Madrid,28037,3,Economical anf Financial Affairs,S,72514000.0,565967.4,,ES300
8107,484839,2018369042,ted.europa.eu/udl?uri=TED:NOTICE:369042-2018:TEXT:EN:HTML,Concejalía Delegada de Hacienda y Patrimonio del Ayuntamiento de Móstoles,Móstoles,28934,3,General public\services,S,64100000.0,991735.53,,ES300
8108,484840,2018369043,ted.europa.eu/udl?uri=TED:NOTICE:369043-2018:TEXT:EN:HTML,Distrito de Villaverde,Madrid,28021,3,General public\services,S,80000000.0,765672.72,,ES300
8110,484918,2018369061,ted.europa.eu/udl?uri=TED:NOTICE:369061-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Fuengirola,Fuengirola,29640,3,General public\services,S,64110000.0,619834.72,,ES617
8111,485033,2018369143,ted.europa.eu/udl?uri=TED:NOTICE:369143-2018:TEXT:EN:HTML,"Consejo de Administración de Aguas de Huelva, S. A.",Huelva,21002,4,Water,U,31154000.0,700000.0,,ES615
8112,485117,2018369202,ted.europa.eu/udl?uri=TED:NOTICE:369202-2018:TEXT:EN:HTML,Adif — Alta Velocidad,Madrid,28036,4,Railway services,S,71311000.0,3010992.1,,ES300
8113,485118,2018369203,ted.europa.eu/udl?uri=TED:NOTICE:369203-2018:TEXT:EN:HTML,"Hulleras del Norte, S. A., S. M. E.",Oviedo,33005,4,Exploration and extraction of coal and other solid fuels,S,50000000.0,2000000.0,,ES120
8115,485138,2018369311,ted.europa.eu/udl?uri=TED:NOTICE:369311-2018:TEXT:EN:HTML,"Osakidetza/S. V. S. Esi Donostialdea/OSI Donostialdea, Departamento de Contratación",Donostia/San Sebastián,20014,3,Health,U,33141641.0,338748.2,24.0,ES212
8116,485139,2018369312,ted.europa.eu/udl?uri=TED:NOTICE:369312-2018:TEXT:EN:HTML,Ayuntamiento de San Vicente del Raspeig,San Vicente del Raspeig,03690,3,General public\services,U,9130000.0,302660.64,24.0,ES521
8118,485145,2018369360,ted.europa.eu/udl?uri=TED:NOTICE:369360-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,Madrid,28071,1,Defence,U,44613300.0,,1.38,ES300
8119,485157,2018369383,ted.europa.eu/udl?uri=TED:NOTICE:369383-2018:TEXT:EN:HTML,Servicio Andaluz de Empleo,Sevilla,41092,3,Other,S,72267100.0,8639440.34,24.0,ES618
8120,485158,2018369384,ted.europa.eu/udl?uri=TED:NOTICE:369384-2018:TEXT:EN:HTML,Consorci d'Educació de Barcelona,Barcelona,08010,8,Education,S,50000000.0,28970582.4,24.0,ES511
8121,485162,2018369414,ted.europa.eu/udl?uri=TED:NOTICE:369414-2018:TEXT:EN:HTML,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Madrid,28071,1,Defence,S,35730000.0,,24.0,ES421
8123,485416,2018369819,ted.europa.eu/udl?uri=TED:NOTICE:369819-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Mazarrón,Mazarrón (Murcia),30870,3,General public\services,U,31000000.0,826446.28,,ES620
8125,486874,2018370507,ted.europa.eu/udl?uri=TED:NOTICE:370507-2018:TEXT:EN:HTML,"Delegación Territorial de Cultura, Turismo y Deporte de la Junta de Andalucía en Cádiz",Cádiz,11001,R,"Recreation, culture and religion",S,90911200.0,1086698.25,,ES612
8126,487346,2018370650,ted.europa.eu/udl?uri=TED:NOTICE:370650-2018:TEXT:EN:HTML,División Económica y Técnica (Cuerpo Nacional de Policía),Madrid,28043,1,Public Order and Safety,S,72514300.0,351239.67,,ES300
8127,487389,2018370671,ted.europa.eu/udl?uri=TED:NOTICE:370671-2018:TEXT:EN:HTML,Fundació Hospital Universitari-Institut de Recerca Vall d&apos;Hebron,Barcelona,08035,6,Other,S,79220000.0,880000.0,,ES511
8128,487393,2018370673,ted.europa.eu/udl?uri=TED:NOTICE:370673-2018:TEXT:EN:HTML,"Consorcio de Aguas Bilbao Bizkaia, Subdirección de Recursos Humanos",Bilbao (Bizkaia),,3,General public\services,S,90910000.0,2959717.04,,ES213
8129,487432,2018370681,ted.europa.eu/udl?uri=TED:NOTICE:370681-2018:TEXT:EN:HTML,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Madrid,28071,1,Defence,S,50210000.0,440000.0,7.73,ES300
8131,487668,2018371357,ted.europa.eu/udl?uri=TED:NOTICE:371357-2018:TEXT:EN:HTML,"Hulleras del Norte, S. A., S. M. E.",Oviedo,33005,4,Exploration and extraction of coal and other solid fuels,U,43000000.0,10000000.0,,ES120
8135,488202,2018371968,ted.europa.eu/udl?uri=TED:NOTICE:371968-2018:TEXT:EN:HTML,Presidencia de la Diputación Provincial de Cáceres,Cáceres,10071,3,General public\services,U,9123000.0,1239118.0,48.06,ES432
8138,488514,2018372027,ted.europa.eu/udl?uri=TED:NOTICE:372027-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de Mislata,Mislata (Valencia),46920,3,General public\services,U,9310000.0,637809.92,,ES523
8139,488522,2018372031,ted.europa.eu/udl?uri=TED:NOTICE:372031-2018:TEXT:EN:HTML,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Madrid,28071,1,Defence,U,32500000.0,578512.4,,ES300
8140,489390,2018372671,ted.europa.eu/udl?uri=TED:NOTICE:372671-2018:TEXT:EN:HTML,Junta de Gobierno Local del Ayuntamiento de Alicante,Alicante,03002,3,General public\services,S,79512000.0,739074.67,,ES521
8141,489397,2018372673,ted.europa.eu/udl?uri=TED:NOTICE:372673-2018:TEXT:EN:HTML,Presidencia de la Confederación Hidrográfica del Miño-Sil,Ourense,32071,1,Environment,S,72500000.0,443105.6,,ES113
8142,489428,2018372686,ted.europa.eu/udl?uri=TED:NOTICE:372686-2018:TEXT:EN:HTML,Jefatura de la Sección Económico-Financiera de la Dirección General de Infraestructura,Madrid,28046,1,Defence,S,72600000.0,823000.0,,ES300
8143,489435,2018372693,ted.europa.eu/udl?uri=TED:NOTICE:372693-2018:TEXT:EN:HTML,Lantik,Bilbao (Bizkaia),,8,Other,S,48000000.0,7807200.0,,ES213
8144,489443,2018372697,ted.europa.eu/udl?uri=TED:NOTICE:372697-2018:TEXT:EN:HTML,Lantik,Bilbao (Bizkaia),,8,Other,S,72500000.0,2309760.0,,ES213
8145,489445,2018372698,ted.europa.eu/udl?uri=TED:NOTICE:372698-2018:TEXT:EN:HTML,Fundación Pública San Andrés de Eibar,Eibar,20600,6,Social protection,S,98310000.0,484387.2,11.97,ES212
8146,489637,2018373253,ted.europa.eu/udl?uri=TED:NOTICE:373253-2018:TEXT:EN:HTML,Distrito de Moncloa—Aravaca,Madrid,28008,3,General public\services,S,80110000.0,2212757.86,42.99,ES300
8147,489749,2018373381,ted.europa.eu/udl?uri=TED:NOTICE:373381-2018:TEXT:EN:HTML,ADIF-Alta Velocidad,Madrid,28036,4,Railway services,S,71311000.0,1875828.94,,ES300
8150,489817,2018373471,ted.europa.eu/udl?uri=TED:NOTICE:373471-2018:TEXT:EN:HTML,Hospital Universitario Puerta de Hierro de Majadahonda,Majadahonda (Madrid),28222,3,Health,U,33100000.0,652221.46,2.0,ES300
8152,489827,2018373527,ted.europa.eu/udl?uri=TED:NOTICE:373527-2018:TEXT:EN:HTML,Patronato de la Alhambra y Generalife,Granada,18009,R,General public\services,S,79342320.0,508389.0,12.0,ES614
8155,489830,2018373530,ted.europa.eu/udl?uri=TED:NOTICE:373530-2018:TEXT:EN:HTML,Ajuntament de Canet de Mar,Canet de Mar,08360,R,General public\services,S,32424000.0,372960.0,24.0,ES511
8158,491311,2018374172,ted.europa.eu/udl?uri=TED:NOTICE:374172-2018:TEXT:EN:HTML,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Madrid,28071,1,Defence,U,35811300.0,545455.89,6.48,ES300
8159,491313,2018374174,ted.europa.eu/udl?uri=TED:NOTICE:374174-2018:TEXT:EN:HTML,Corporació de Salut del Maresme i la Selva,Calella,08370,6,Health,U,72510000.0,,,ES511
8160,491321,2018374179,ted.europa.eu/udl?uri=TED:NOTICE:374179-2018:TEXT:EN:HTML,Dirección General de Planificación Económica,Mérida,06800,3,Health,U,3000000.0,300900.0,,ES431
8161,491322,2018374180,ted.europa.eu/udl?uri=TED:NOTICE:374180-2018:TEXT:EN:HTML,Dirección del Instituto Cántabro de Servicios Sociales,Santander,39006,3,Social protection,U,39830000.0,2774039.45,,ES130
8163,491330,2018374185,ted.europa.eu/udl?uri=TED:NOTICE:374185-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Aranda de Duero,Aranda de Duero,09400,3,General public\services,U,34144212.0,247933.0,,ES412
8165,491382,2018374204,ted.europa.eu/udl?uri=TED:NOTICE:374204-2018:TEXT:EN:HTML,Instituto Aragonés de Servicios Sociales (IASS),Zaragoza,50004,3,Social protection,U,15000000.0,562860.46,,ES243
8166,491399,2018374205,ted.europa.eu/udl?uri=TED:NOTICE:374205-2018:TEXT:EN:HTML,"Agencia para la Modernización Tecnológica de Galicia, Xunta de Galicia",Santiago de Compostela,15781,3,General public\services,U,30200000.0,14850000.0,,ES111
8167,491412,2018374213,ted.europa.eu/udl?uri=TED:NOTICE:374213-2018:TEXT:EN:HTML,Sección de Asuntos Económicos del Parque y Centro de Abastecimiento de Material de Intendencia,Madrid,28021,1,Defence,U,34330000.0,309917.35,,ES300
8168,491416,2018374216,ted.europa.eu/udl?uri=TED:NOTICE:374216-2018:TEXT:EN:HTML,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Madrid,28071,1,Defence,U,32500000.0,826446.28,11.71,ES300
8169,491449,2018374228,ted.europa.eu/udl?uri=TED:NOTICE:374228-2018:TEXT:EN:HTML,Dirección General de Tecnologías de la Información y las Comunicaciones,Valencia,46003,3,Economical anf Financial Affairs,U,48000000.0,458194.0,,ES523
8171,492504,2018374888,ted.europa.eu/udl?uri=TED:NOTICE:374888-2018:TEXT:EN:HTML,IFAS — Instituto Foral de Asistencia Social de Bizkaia,Bilbao (Bizkaia),,6,Social protection,S,79710000.0,2325409.1,,ES213
8172,492544,2018374901,ted.europa.eu/udl?uri=TED:NOTICE:374901-2018:TEXT:EN:HTML,IFAS — Instituto Foral de Asistencia Social de Bizkaia,Bilbao (Bizkaia),,6,Social protection,S,55321000.0,1520000.0,,ES213
8173,492550,2018374907,ted.europa.eu/udl?uri=TED:NOTICE:374907-2018:TEXT:EN:HTML,IFAS — Instituto Foral de Asistencia Social de Bizkaia,Bilbao (Bizkaia),,6,Social protection,S,98310000.0,891558.14,,ES213
8174,492635,2018374956,ted.europa.eu/udl?uri=TED:NOTICE:374956-2018:TEXT:EN:HTML,Gerencia Sector Sanitario de Teruel,Teruel,44001,3,Health,S,90911200.0,567269.08,,ES242
8175,492654,2018374963,ted.europa.eu/udl?uri=TED:NOTICE:374963-2018:TEXT:EN:HTML,Delegación del Gobierno de la Junta de Andalucía en Almería,Almería,04071,3,Other,S,75231100.0,903534.52,,ES611
8177,492680,2018374977,ted.europa.eu/udl?uri=TED:NOTICE:374977-2018:TEXT:EN:HTML,Gerencia Sector Sanitario de Teruel,Teruel,44001,3,Health,S,60100000.0,666198.48,,ES242
8178,492684,2018374978,ted.europa.eu/udl?uri=TED:NOTICE:374978-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de Astillero,Astillero (Cantabria),39610,3,General public\services,S,77313000.0,2102955.4,,ES130
8179,492685,2018374979,ted.europa.eu/udl?uri=TED:NOTICE:374979-2018:TEXT:EN:HTML,Complejo Asistencial Universitario León,León,24070,3,General public\services,S,79560000.0,998250.0,11.97,ES413
8180,492690,2018374984,ted.europa.eu/udl?uri=TED:NOTICE:374984-2018:TEXT:EN:HTML,"Consejería de Economía, Hacienda, Administración Pública y Empleo",Ceuta,51001,3,Economical anf Financial Affairs,S,50700000.0,1880733.9,,ES630
8181,492694,2018374988,ted.europa.eu/udl?uri=TED:NOTICE:374988-2018:TEXT:EN:HTML,Presidencia del Consejo Superior de Deportes,Madrid,28040,1,"Recreation, culture and religion",S,72212000.0,2744500.0,,ES300
8182,492732,2018374992,ted.europa.eu/udl?uri=TED:NOTICE:374992-2018:TEXT:EN:HTML,"TGSS, Dirección Provincial de Guipúzcoa",San Sebastián,20014,1,General public\services,S,90911200.0,894142.36,,ES212
8183,492737,2018374994,ted.europa.eu/udl?uri=TED:NOTICE:374994-2018:TEXT:EN:HTML,"Activa Mutua 2008, Mutua Colaboradora con la Seguridad Social n.º 3",Reus,43204,8,General public\services,S,79620000.0,1298000.0,,ES514
8185,492749,2018375002,ted.europa.eu/udl?uri=TED:NOTICE:375002-2018:TEXT:EN:HTML,Pleno del Ayuntamiento de Rocafort,Rocafort,46111,1,General public\services,S,90000000.0,2249076.61,,ES523
8186,492750,2018375003,ted.europa.eu/udl?uri=TED:NOTICE:375003-2018:TEXT:EN:HTML,IFAS — Instituto Foral de Asistencia Social de Bizkaia,Bilbao (Bizkaia),,6,Social protection,S,90911000.0,1306000.0,,ES213
8187,492764,2018375013,ted.europa.eu/udl?uri=TED:NOTICE:375013-2018:TEXT:EN:HTML,"Secretaría General de la Consejería de Educación, Cultura y Deportes de la Junta de Comunidades de Castilla-La Mancha",Toledo,45071,3,Education,S,71200000.0,259070.23,,ES425
8188,492770,2018375015,ted.europa.eu/udl?uri=TED:NOTICE:375015-2018:TEXT:EN:HTML,Organismo Autónomo Madrid Salud,Madrid,28007,3,Health,S,90920000.0,1045141.7,,ES300
8189,492776,2018375020,ted.europa.eu/udl?uri=TED:NOTICE:375020-2018:TEXT:EN:HTML,Gerencia Municipal de Urbanismo Obras e Infraestructuras del Ayuntamiento de Málaga,Málaga,29002,3,General public\services,S,71356200.0,600000.0,,ES617
8190,492779,2018375023,ted.europa.eu/udl?uri=TED:NOTICE:375023-2018:TEXT:EN:HTML,Gerencia Sector Sanitario de Alcañiz,Alcañiz,44600,3,Health,S,50400000.0,360000.0,,ES242
8191,492780,2018375024,ted.europa.eu/udl?uri=TED:NOTICE:375024-2018:TEXT:EN:HTML,Organismo Autónomo Madrid Salud,Madrid,28007,3,Health,S,90920000.0,1045141.7,,ES300
8193,493054,2018375565,ted.europa.eu/udl?uri=TED:NOTICE:375565-2018:TEXT:EN:HTML,Gerencia Sector Sanitario de Teruel,Teruel,44001,3,Health,S,85141211.0,1083499.39,,ES242
8195,493056,2018375567,ted.europa.eu/udl?uri=TED:NOTICE:375567-2018:TEXT:EN:HTML,Gerencia Sector Sanitario de Teruel,Teruel,44001,3,Health,S,55321000.0,1818181.8,,ES242
8196,493058,2018375572,ted.europa.eu/udl?uri=TED:NOTICE:375572-2018:TEXT:EN:HTML,Distrito de Moncloa-Aravaca,Madrid,28008,3,General public\services,S,80110000.0,3993132.37,42.99,ES300
8199,493233,2018375869,ted.europa.eu/udl?uri=TED:NOTICE:375869-2018:TEXT:EN:HTML,Servicio Madrileño de Salud—Hospital Universitario 12 de Octubre,Madrid,28041,6,Health,U,33600000.0,1984470.0,12.0,ES300
8201,493235,2018375871,ted.europa.eu/udl?uri=TED:NOTICE:375871-2018:TEXT:EN:HTML,"Servicio Madrileño de Salud, Hospital Universitario 12 de Octubre",Madrid,28041,6,Health,U,33600000.0,638893.8,12.0,ES300
8202,493239,2018375903,ted.europa.eu/udl?uri=TED:NOTICE:375903-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,Madrid,28071,1,Defence,U,35330000.0,,1.45,ES300
8204,493256,2018375930,ted.europa.eu/udl?uri=TED:NOTICE:375930-2018:TEXT:EN:HTML,"BASE — Gestió d'Ingressos, Organismo Autónomo de la Diputación de Tarragona",Tarragona,43001,R,General public\services,S,90919200.0,359414.14,24.0,ES514
8206,493549,2018376385,ted.europa.eu/udl?uri=TED:NOTICE:376385-2018:TEXT:EN:HTML,"Dirección General de la Mutual Midat Cyclops, Mutua Colaboradora con la Seguridad Social, número 1",Barcelona,08029,8,Health,U,33184100.0,267000.0,,ES511
8207,493586,2018376390,ted.europa.eu/udl?uri=TED:NOTICE:376390-2018:TEXT:EN:HTML,Junta de Gobierno de la Diputación Provincial de Almería,Almería,04001,3,General public\services,U,9100000.0,2901170.25,,ES611
8209,493750,2018376402,ted.europa.eu/udl?uri=TED:NOTICE:376402-2018:TEXT:EN:HTML,"Departamento de Salud de La Plana, Dirección Económica-Gerencia",Vila-real,12540,3,Health,U,33696500.0,447249.6,,ES522
8210,493758,2018376404,ted.europa.eu/udl?uri=TED:NOTICE:376404-2018:TEXT:EN:HTML,"Gobierno de Navarra, Servicio de Patrimonio",Pamplona,31003,3,Other,U,34927100.0,1136600.0,,ES220
8211,493760,2018376405,ted.europa.eu/udl?uri=TED:NOTICE:376405-2018:TEXT:EN:HTML,Jefatura de la Sección Económico Financiera de la Dirección General de Infraestructura,Madrid,28046,1,Defence,U,48000000.0,259917.36,,ES300
8212,493904,2018376458,ted.europa.eu/udl?uri=TED:NOTICE:376458-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Complejo Hospitalario Torrecárdenas",Almería,04009,3,Health,U,33184100.0,405883.63,,ES611
8215,494389,2018376532,ted.europa.eu/udl?uri=TED:NOTICE:376532-2018:TEXT:EN:HTML,"Concejalía Delegada de Hacienda, Función Pública y Promoción Económica del Ayuntamiento de Valladolid",Valladolid,47001,3,Economical anf Financial Affairs,U,9132000.0,374757.02,,ES418
8216,494555,2018376894,ted.europa.eu/udl?uri=TED:NOTICE:376894-2018:TEXT:EN:HTML,Presidencia de la Diputación Provincial de Jaén,Jaén,23071,3,General public\services,S,72413000.0,330578.51,,ES616
8217,494566,2018376903,ted.europa.eu/udl?uri=TED:NOTICE:376903-2018:TEXT:EN:HTML,Delegación del Gobierno en Cataluña,Barcelona,08037,1,General public\services,S,90911000.0,889080.82,,ES511
8218,494591,2018376919,ted.europa.eu/udl?uri=TED:NOTICE:376919-2018:TEXT:EN:HTML,"Servizo Galego de Saúde, Xerencia de Xestión Integrada A Coruña",A Coruña,15006,3,Health,S,60100000.0,1045159.56,,ES111
8219,494595,2018376922,ted.europa.eu/udl?uri=TED:NOTICE:376922-2018:TEXT:EN:HTML,Instituto Social de la Marina — Dirección Provincial de A Coruña,A Coruña,15006,1,General public\services,S,90919200.0,704478.73,11.97,ES111
8220,494612,2018376934,ted.europa.eu/udl?uri=TED:NOTICE:376934-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Asuntos Exteriores y Cooperación,Madrid,28071,1,General public\services,S,79415200.0,765322.14,,ES300
8221,494630,2018376943,ted.europa.eu/udl?uri=TED:NOTICE:376943-2018:TEXT:EN:HTML,ADIF,Madrid,28036,6,General public\services,S,71311230.0,1173007.5,,ES300
8222,494632,2018376945,ted.europa.eu/udl?uri=TED:NOTICE:376945-2018:TEXT:EN:HTML,Subdirección General de Gestión Económica y Patrimonial,Madrid,28010,1,Public Order and Safety,S,79530000.0,534021.4,,ES300
8223,494655,2018376956,ted.europa.eu/udl?uri=TED:NOTICE:376956-2018:TEXT:EN:HTML,"Valenciana d&apos;Aprofitament Energètic de Residus, S. A. (VAERSA)",Valencia,46015,8,General public\services,S,90512000.0,813636.82,,ES523
8224,494730,2018376983,ted.europa.eu/udl?uri=TED:NOTICE:376983-2018:TEXT:EN:HTML,Pleno del Ayuntamiento de Benifaió,Benifaió,46450,3,General public\services,S,45000000.0,1172468.1,,ES523
8226,494744,2018376995,ted.europa.eu/udl?uri=TED:NOTICE:376995-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Asuntos Exteriores y Cooperación,Madrid,28071,1,General public\services,S,45259000.0,2548889.26,,ES300
8227,494752,2018376999,ted.europa.eu/udl?uri=TED:NOTICE:376999-2018:TEXT:EN:HTML,"Compañía para la Gestión de Residuos Sólidos en Asturias, S. A. U.",Oviedo,33007,8,Environment,S,50100000.0,1186100.0,,ES120
8228,494765,2018377007,ted.europa.eu/udl?uri=TED:NOTICE:377007-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de El Campello,El Campello,03560,3,General public\services,S,71000000.0,357718.23,,ES521
8229,494785,2018377012,ted.europa.eu/udl?uri=TED:NOTICE:377012-2018:TEXT:EN:HTML,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria,Madrid,28020,1,Economical anf Financial Affairs,S,64200000.0,900000.0,,ES300
8231,495171,2018377445,ted.europa.eu/udl?uri=TED:NOTICE:377445-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Almonte,Almonte,21730,3,General public\services,S,55320000.0,345454.56,,ES615
8233,495327,2018377634,ted.europa.eu/udl?uri=TED:NOTICE:377634-2018:TEXT:EN:HTML,Hospital Universitario de La Princesa,Madrid,28006,3,Health,U,33111000.0,,1.38,ES300
8235,495339,2018377669,ted.europa.eu/udl?uri=TED:NOTICE:377669-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,Madrid,28071,1,Defence,U,35330000.0,,37.24,ES300
8236,495345,2018377685,ted.europa.eu/udl?uri=TED:NOTICE:377685-2018:TEXT:EN:HTML,Servicio Madrileño de Salud — Hospital Central de la Cruz Roja San José y Santa Adela,Madrid,28003,3,Health,S,55300000.0,1432284.15,24.0,ES300
8237,495350,2018377690,ted.europa.eu/udl?uri=TED:NOTICE:377690-2018:TEXT:EN:HTML,"Centro Informático Municipal de Bilbao, S. A.",Bilbao,48007,6,Other,S,72500000.0,1150000.0,24.0,ES213
8238,495419,2018377828,ted.europa.eu/udl?uri=TED:NOTICE:377828-2018:TEXT:EN:HTML,Gerencia Municipal de Urbanismo Obras e Infraestructuras del Ayuntamiento de Málaga,Málaga,29002,3,General public\services,W,45233200.0,5754915.17,,ES617
8239,495883,2018378125,ted.europa.eu/udl?uri=TED:NOTICE:378125-2018:TEXT:EN:HTML,Fundació Institut Mar d&apos;Investigacions Mèdiques---Fundació Institut Mar d&apos;Investigacions Mèdiques,Barcelona---Barcelona,08003---08003,8,Health,U,38000000.0,1892000.0,,ES511
8240,496352,2018378163,ted.europa.eu/udl?uri=TED:NOTICE:378163-2018:TEXT:EN:HTML,Junta de Gobierno Ayuntamiento de Benicàssim,Benicàssim,12560,3,General public\services,U,39112000.0,256198.35,,ES522
8241,496425,2018378171,ted.europa.eu/udl?uri=TED:NOTICE:378171-2018:TEXT:EN:HTML,Gerencia Sector Sanitario de Zaragoza 3,Zaragoza,50009,3,Health,U,33696000.0,279881.51,,ES243
8242,496428,2018378172,ted.europa.eu/udl?uri=TED:NOTICE:378172-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Justicia,Madrid,28015,1,General public\services,U,30213000.0,205900.0,,ES300
8243,496432,2018378175,ted.europa.eu/udl?uri=TED:NOTICE:378175-2018:TEXT:EN:HTML,Sección de Asuntos Económicos del Parque y Centro de Abastecimiento de Material de Intendencia,Madrid,28021,1,Defence,U,39150000.0,351046.94,,ES300
8244,496471,2018378183,ted.europa.eu/udl?uri=TED:NOTICE:378183-2018:TEXT:EN:HTML,Gerencia de Asistencia Sanitaria del Bierzo,Ponferrada,24404,3,General public\services,U,15000000.0,1800353.57,,ES413
8245,496476,2018378184,ted.europa.eu/udl?uri=TED:NOTICE:378184-2018:TEXT:EN:HTML,Consejería de Sanidad de la Junta de Castilla y León,Valladolid,47007,3,Health,U,38432200.0,272727.0,,ES418
8246,496822,2018378251,ted.europa.eu/udl?uri=TED:NOTICE:378251-2018:TEXT:EN:HTML,Secretaria General del Servicio de Salud de Castilla-La Mancha,Toledo,45071,3,General public\services,U,9310000.0,2034094.8,,ES425
8248,496986,2018378629,ted.europa.eu/udl?uri=TED:NOTICE:378629-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de San Vicente Raspeig,San Vicente Raspeig (Alicante),03690,3,General public\services,S,50110000.0,456198.35,,ES521
8249,497154,2018378713,ted.europa.eu/udl?uri=TED:NOTICE:378713-2018:TEXT:EN:HTML,Oficina Española de Patentes y Marcas,Madrid,28071,1,General public\services,S,50700000.0,854607.2,11.97,ES300
8250,497191,2018378724,ted.europa.eu/udl?uri=TED:NOTICE:378724-2018:TEXT:EN:HTML,Jefatura de la Sección Económico Financiera de la Dirección General de Infraestructura,Madrid,28046,1,Defence,S,50332000.0,265800.0,,ES300
8251,497193,2018378726,ted.europa.eu/udl?uri=TED:NOTICE:378726-2018:TEXT:EN:HTML,Consejería de Educación de la Junta de Castilla y León,Valladolid,47014,3,General public\services,S,71316000.0,379541.17,,ES418
